,url,expanded_url,display_url,indices
1328,https://t.co/UBqFSONUde,https://sptnkne.ws/CkbP,sptnkne.ws/CkbP,"[107, 130]"
1329,https://t.co/bOlElyK5YQ,https://sptnkne.ws/CkbJ,sptnkne.ws/CkbJ,"[77, 100]"
1330,https://t.co/FT2FbuXD4Q,http://sptnkne.ws/CjBh,sptnkne.ws/CjBh,"[113, 136]"
1331,https://t.co/tErTzRGfTL,http://sptnkne.ws/CjPH,sptnkne.ws/CjPH,"[92, 115]"
1332,https://t.co/ZHJiKcGFaQ,http://sptnkne.ws/Ckag,sptnkne.ws/Ckag,"[101, 124]"
1333,https://t.co/qX2t2dDWku,http://sptnkne.ws/CjXt,sptnkne.ws/CjXt,"[71, 94]"
1334,https://t.co/YuTGIa4O05,http://sptnkne.ws/CjX7,sptnkne.ws/CjX7,"[106, 129]"
1335,https://t.co/wv68V3q7MJ,http://sptnkne.ws/CjXB,sptnkne.ws/CjXB,"[84, 107]"
1336,https://t.co/uPVppJwPv2,http://sptnkne.ws/CjYc,sptnkne.ws/CjYc,"[54, 77]"
1337,https://t.co/LupMky3BfV,http://sptnkne.ws/CjRw,sptnkne.ws/CjRw,"[113, 136]"
1338,https://t.co/sgGrvA6ms3,http://sptnkne.ws/Ckbz,sptnkne.ws/Ckbz,"[90, 113]"
1339,https://t.co/kKJgaD4bQG,https://sptnkne.ws/Ckbx,sptnkne.ws/Ckbx,"[100, 123]"
1340,https://t.co/HtS3V22Ywe,https://sptnkne.ws/Ckbz,sptnkne.ws/Ckbz,"[87, 110]"
1341,https://t.co/84Z98T39Rz,https://sptnkne.ws/Ckbw,sptnkne.ws/Ckbw,"[104, 127]"
1342,https://t.co/6SQHRLmgXg,https://sptnkne.ws/Ckbv,sptnkne.ws/Ckbv,"[82, 105]"
1343,https://t.co/l8Lk21cYhC,http://sptnkne.ws/CjRy,sptnkne.ws/CjRy,"[97, 120]"
1344,https://t.co/gXhdWzea2r,http://sptnkne.ws/CjVQ,sptnkne.ws/CjVQ,"[91, 114]"
1345,https://t.co/XRGDUCgGGz,http://sptnkne.ws/CjVH,sptnkne.ws/CjVH,"[73, 96]"
1346,https://t.co/VijltWCin3,http://sptnkne.ws/CjVW,sptnkne.ws/CjVW,"[85, 108]"
1347,https://t.co/c3erBqEpaI,http://sptnkne.ws/CjVY,sptnkne.ws/CjVY,"[101, 124]"
1348,https://t.co/0N2fGFLqQa,http://sptnkne.ws/CjUh,sptnkne.ws/CjUh,"[36, 59]"
1349,https://t.co/6PMJ28epdT,https://sptnkne.ws/Ckbh,sptnkne.ws/Ckbh,"[89, 112]"
1350,https://t.co/AyX6rdNcp2,https://sptnkne.ws/Ckbd,sptnkne.ws/Ckbd,"[87, 110]"
1351,https://t.co/FT2FbuXD4Q,http://sptnkne.ws/CjBh,sptnkne.ws/CjBh,"[110, 133]"
1352,https://t.co/7PWONYe1wZ,http://sptnkne.ws/CjTC,sptnkne.ws/CjTC,"[94, 117]"
1353,https://t.co/I2KRvvMQzg,http://sptnkne.ws/CjUk,sptnkne.ws/CjUk,"[77, 100]"
1354,https://t.co/P2yQKuUph5,http://sptnkne.ws/CjVM,sptnkne.ws/CjVM,"[91, 114]"
